Peak #,Ret. Time,Letter,Type,Width,Area,Start Time,End Time,Sample Number,Treatment,File Name,Leaf Area,Compound Name,Tetralin Corrected,Leaf Area Corrected,Plant Volume,Water Status,Average 48 Hour Temp,Max 48 Hour Temp,Average 48 Hour Humidity,,Site,Date
15,24.79,,rBV,0.046,56099,24.769,24.815,2,Control,TIC: 122009.D,40.04,,0.039286912,0.000981192,11628,13.5,83.306,111.497,47.33,,LizardWash,7/15/12
1,14.05,,rBV,0.154,5504423,13.967,14.121,9,High,TIC: 0626201301.D,21.45,,1.865545008,0.086971795,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
2,14.33,,rBV,0.189,5524944,14.247,14.436,9,High,TIC: 0626201301.D,21.45,,1.872499933,0.087296034,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
3,15.24,,rBV,0.155,200932,15.174,15.328,9,High,TIC: 0626201301.D,21.45,,0.068099361,0.003174795,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
4,17.34,,rBV,0.086,2950571,17.291,17.377,9,High,TIC: 0626201301.D,21.45,Tetralin,1,0.046620047,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
5,18.52,,rBV,0.137,350300,18.481,18.619,9,High,TIC: 0626201301.D,21.45,,0.118722783,0.005534862,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
6,18.66,,rBV,0.057,476058,18.63,18.687,9,High,TIC: 0626201301.D,21.45,,0.161344364,0.007521882,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
7,18.72,,rVB,0.132,1085859,18.687,18.819,9,High,TIC: 0626201301.D,21.45,,0.368016564,0.017156949,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
8,18.95,,rBV,0.143,1437739,18.899,19.042,9,High,TIC: 0626201301.D,21.45,,0.487274836,0.022716776,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
1,13.25,,rBV,0.16,184725,13.177,13.337,4,Control,TIC: 0626201302.D,31.08,,0.057367603,0.001845804,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
2,13.47,,rBV,0.126,645104,13.412,13.537,4,Control,TIC: 0626201302.D,31.08,,0.200341426,0.006445992,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
3,13.58,,rVB,0.12,252363,13.537,13.658,4,Control,TIC: 0626201302.D,31.08,,0.078373043,0.002521655,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
4,14.21,,rBV,0.126,260959,14.132,14.258,4,Control,TIC: 0626201302.D,31.08,,0.081042589,0.002607548,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
5,14.61,,rVB,0.092,167446,14.567,14.659,4,Control,TIC: 0626201302.D,31.08,,0.052001492,0.00167315,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
6,14.95,,rBV,0.149,123051,14.842,14.991,4,Control,TIC: 0626201302.D,31.08,,0.038214323,0.001229547,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
7,17.34,,rBV,0.092,3220023,17.291,17.383,4,Control,TIC: 0626201302.D,31.08,Tetralin,1,0.032175032,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
8,18.95,,rBV,0.08,102740,18.905,18.985,4,Control,TIC: 0626201302.D,31.08,,0.031906604,0.001026596,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
9,20.5,,rVV,0.052,251801,20.478,20.53,4,Control,TIC: 0626201302.D,31.08,,0.07819851,0.00251604,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
10,20.56,,rVB,0.08,379440,20.53,20.61,4,Control,TIC: 0626201302.D,31.08,,0.117837668,0.003791431,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
11,21.63,,rBV,0.097,128121,21.594,21.691,4,Control,TIC: 0626201302.D,31.08,,0.039788846,0.001280207,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
12,24.78,,rBV,0.086,538924,24.752,24.838,4,Control,TIC: 0626201302.D,31.08,,0.167366506,0.005385023,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
1,17.34,,rVB,0.166,4040929,17.297,17.463,10,High,TIC: 0626201303.D,46.2,Tetralin,1,0.021645022,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
2,20.56,,rVB,0.092,211725,20.518,20.61,10,High,TIC: 0626201303.D,46.2,,0.05239513,0.001134094,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
3,21.01,,rBV,0.04,1125753,20.993,21.033,10,High,TIC: 0626201303.D,46.2,,0.278587671,0.006030036,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
4,21.05,,rVB,0.034,121577,21.033,21.068,10,High,TIC: 0626201303.D,46.2,,0.030086398,0.000651221,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
5,21.14,,rVB,0.08,368859,21.113,21.193,10,High,TIC: 0626201303.D,46.2,,0.091280743,0.001975774,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
6,21.28,,rBV,0.063,145365,21.251,21.314,10,High,TIC: 0626201303.D,46.2,,0.035973164,0.00077864,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
7,21.54,,rVB,0.057,375966,21.525,21.583,10,High,TIC: 0626201303.D,46.2,,0.093039497,0.002013842,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
8,21.86,,rBV,0.063,181569,21.817,21.88,10,High,TIC: 0626201303.D,46.2,,0.04493249,0.000972565,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
9,22,,rBV,0.029,231322,21.983,22.012,10,High,TIC: 0626201303.D,46.2,,0.057244757,0.001239064,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
10,22.03,,rVB,0.046,149711,22.017,22.063,10,High,TIC: 0626201303.D,46.2,,0.037048659,0.000801919,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
11,22.48,,rVB,0.046,166027,22.464,22.509,10,High,TIC: 0626201303.D,46.2,,0.041086344,0.000889315,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
12,22.7,,rBV,0.046,1059894,22.675,22.721,10,High,TIC: 0626201303.D,46.2,,0.262289686,0.005677266,27676,17,83.31,111.497,47.33,,LizardWash,7/15/12
1,17.34,,rBV,0.086,3757873,17.297,17.382,5,Control,TIC: 0626201305.D,25.96,Tetralin,1,0.038520801,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
2,18.72,,rVB,0.126,120974,18.698,18.824,5,Control,TIC: 0626201305.D,25.96,,0.032192147,0.001240067,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
3,18.94,,rBV,0.137,137277,18.904,19.042,5,Control,TIC: 0626201305.D,25.96,,0.036530505,0.001407184,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
4,21.01,,rVB,0.074,173855,20.993,21.067,5,Control,TIC: 0626201305.D,25.96,,0.046264203,0.001782134,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
5,22.09,,rBV,0.109,392436,22.051,22.16,5,Control,TIC: 0626201305.D,25.96,,0.104430352,0.004022741,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
6,22.48,,rVB,0.109,619734,22.458,22.566,5,Control,TIC: 0626201305.D,25.96,,0.164916164,0.006352703,11628,13.5,83.31,111.497,47.33,,LizardWash,7/15/12
1,17.35,j,rBV,0.154,2783477,17.285,17.44,160,Low,TIC: 013003.D,36.34,Tetralin,1,0.027517887,51832,19.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
2,18.65,p,rVB,0.063,75780,18.624,18.687,160,Low,TIC: 013003.D,36.34,,0.027224942,0.000749173,51832,19.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
3,18.72,q,rBV,0.069,108189,18.687,18.756,160,Low,TIC: 013003.D,36.34,,0.038868293,0.001069573,51832,19.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
4,18.95,s,rBV,0.086,130488,18.899,18.985,160,Low,TIC: 013003.D,36.34,,0.046879496,0.001290025,51832,19.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
5,20.97,aa,rBV,0.057,508701,20.942,20.999,160,Low,TIC: 013003.D,36.34,,0.182757393,0.005029097,51832,19.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
6,21.02,bb,rVB,0.046,94683,20.999,21.045,160,Low,TIC: 013003.D,36.34,,0.034016089,0.000936051,51832,19.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
7,22.3,ff,rVB,0.074,57703,22.275,22.349,160,Low,TIC: 013003.D,36.34,,0.020730547,0.000570461,51832,19.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
8,22.49,gg,rBV,0.051,73624,22.464,22.515,160,Low,TIC: 013003.D,36.34,,0.026450371,0.000727858,51832,19.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
1,13.26,a,rBV,0.149,162361,13.188,13.337,163,Control,TIC: 013004.D,40.04,,0.066181734,0.00165289,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
2,13.46,b,rBV,0.137,401004,13.4,13.537,163,Control,TIC: 013004.D,40.04,,0.163457603,0.004082358,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
3,13.6,c,rVV,0.132,253416,13.537,13.669,163,Control,TIC: 013004.D,40.04,,0.103297653,0.002579861,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
4,14.22,e,rBV,0.097,263253,14.167,14.264,163,Control,TIC: 013004.D,40.04,,0.10730742,0.002680005,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
5,14.62,f,rVB,0.086,184163,14.584,14.67,163,Control,TIC: 013004.D,40.04,,0.075068684,0.001874842,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
6,14.96,g,rVB,0.097,103323,14.905,15.002,163,Control,TIC: 013004.D,40.04,,0.042116612,0.001051863,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
7,15.09,h,rBV,0.137,122248,15.002,15.139,163,Control,TIC: 013004.D,40.04,,0.049830837,0.001244526,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
8,16.02,i,rBV,0.16,136651,15.952,16.112,163,Control,TIC: 013004.D,40.04,,0.055701801,0.001391154,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
9,17.35,j,rBV,0.12,2453260,17.297,17.417,163,Control,TIC: 013004.D,40.04,Tetralin,1,0.024975025,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
10,17.85,l,rBV,0.069,86286,17.823,17.892,163,Control,TIC: 013004.D,40.04,,0.035171975,0.000878421,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
11,18.06,m,rBV,0.063,80287,18.029,18.092,163,Control,TIC: 013004.D,40.04,,0.032726658,0.000817349,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
12,18.5,n,rVB,0.063,117745,18.475,18.538,163,Control,TIC: 013004.D,40.04,,0.047995321,0.001198684,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
13,18.65,p,rVB,0.069,122307,18.618,18.687,163,Control,TIC: 013004.D,40.04,,0.049854887,0.001245127,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
14,18.72,q,rBV,0.069,126997,18.687,18.756,163,Control,TIC: 013004.D,40.04,,0.051766629,0.001292873,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
15,18.8,r,rVB,0.069,92982,18.756,18.824,163,Control,TIC: 013004.D,40.04,,0.037901405,0.000946589,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
16,18.94,s,rBV,0.08,149281,18.904,18.985,163,Control,TIC: 013004.D,40.04,,0.060850053,0.001519732,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
17,19.01,t,rVV,0.074,241474,18.985,19.059,163,Control,TIC: 013004.D,40.04,,0.098429844,0.002458288,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
18,19.09,u,rVB,0.08,97572,19.059,19.139,163,Control,TIC: 013004.D,40.04,,0.039772385,0.000993316,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
19,19.25,v,rVB,0.097,103827,19.208,19.305,163,Control,TIC: 013004.D,40.04,,0.042322053,0.001056994,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
20,19.87,w,rBV,0.057,103513,19.843,19.9,163,Control,TIC: 013004.D,40.04,,0.04219406,0.001053798,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
21,20.27,x,rVB,0.057,108051,20.249,20.306,163,Control,TIC: 013004.D,40.04,,0.044043844,0.001099996,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
22,20.46,y,rBV,0.109,316042,20.381,20.489,163,Control,TIC: 013004.D,40.04,,0.128825318,0.003217416,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
23,20.51,z,rVB,0.069,703129,20.489,20.558,163,Control,TIC: 013004.D,40.04,,0.286610062,0.007158093,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
24,20.97,aa,rBV,0.052,538173,20.947,20.999,163,Control,TIC: 013004.D,40.04,,0.219370552,0.005478785,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
25,21.02,bb,rVV,0.034,166025,20.999,21.033,163,Control,TIC: 013004.D,40.04,,0.067675257,0.001690191,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
26,21.04,,rVB,0.04,93928,21.033,21.073,163,Control,TIC: 013004.D,40.04,,0.038287014,0.000956219,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
27,21.49,,rBV,0.04,98033,21.462,21.502,163,Control,TIC: 013004.D,40.04,,0.039960298,0.000998009,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
28,21.55,cc,rVB,0.057,232004,21.531,21.588,163,Control,TIC: 013004.D,40.04,,0.094569675,0.00236188,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
29,21.64,dd,rBV,0.052,890330,21.617,21.668,163,Control,TIC: 013004.D,40.04,,0.362917098,0.009063864,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
30,22.09,ee,rBV,0.057,78602,22.069,22.126,163,Control,TIC: 013004.D,40.04,,0.032039816,0.000800195,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
31,22.3,ff,rVB,0.057,80875,22.28,22.338,163,Control,TIC: 013004.D,40.04,,0.032966339,0.000823335,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
32,22.49,gg,rBV,0.052,127303,22.464,22.515,163,Control,TIC: 013004.D,40.04,,0.051891361,0.001295988,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
1,17.725,,BB  ,0.023,6201510,17.689,17.794,164,Control,TIC: 0219201402.D,39.96,Tetralin,1,0.025025025,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
2,21.217,,BV  ,0.019,1094800,21.168,21.259,164,Control,TIC: 0219201402.D,39.96,,0.17653765,0.004417859,4788,16.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
1,17.726,,PB  ,0.024,19422532,17.679,17.798,161,Low,TIC: 0219201404.D,49.02,Tetralin,1,0.020399837,51832,19.5,83.67,119.487,33.28,,SouthForkNorth,8/9/12
1,17.34,,rBV,0.183,3683996,17.291,17.474,62,Low,TIC: 0626201310.D,66.74,Tetralin,1,0.014983518,36288,16.5,83.86,107.28,,,Ace,7/25/12
2,22.09,,rBV,0.103,217081,22.057,22.16,62,Low,TIC: 0626201310.D,66.74,,0.058925417,0.00088291,36288,16.5,83.86,107.28,,,Ace,7/25/12
3,22.48,,rBV,0.12,486220,22.452,22.572,62,Low,TIC: 0626201310.D,66.74,,0.131981685,0.00197755,36288,16.5,83.86,107.28,,,Ace,7/25/12
4,24.78,,rBV,0.143,598977,24.747,24.89,62,Low,TIC: 0626201310.D,66.74,,0.162588939,0.002436154,36288,16.5,83.86,107.28,,,Ace,7/25/12
1,17.35,,rBV,0.097,4441944,17.285,17.382,63,Low,TIC: 0626201313.D,32.64,Tetralin,1,0.030637255,36288,16.5,83.86,107.28,,,Ace,7/25/12
2,18.06,,rBV,0.114,152754,17.995,18.109,63,Low,TIC: 0626201313.D,32.64,,0.034388997,0.001053584,36288,16.5,83.86,107.28,,,Ace,7/25/12
3,18.66,,rBV,0.08,190077,18.613,18.693,63,Low,TIC: 0626201313.D,32.64,,0.042791399,0.001311011,36288,16.5,83.86,107.28,,,Ace,7/25/12
4,18.72,,rVB,0.126,287379,18.693,18.819,63,Low,TIC: 0626201313.D,32.64,,0.064696673,0.001982128,36288,16.5,83.86,107.28,,,Ace,7/25/12
5,18.95,,rBV,0.074,270272,18.916,18.99,63,Low,TIC: 0626201313.D,32.64,,0.060845432,0.001864137,36288,16.5,83.86,107.28,,,Ace,7/25/12
6,22.09,,rBV,0.103,2238130,22.057,22.16,63,Low,TIC: 0626201313.D,32.64,,0.503862723,0.015436971,36288,16.5,83.86,107.28,,,Ace,7/25/12
7,22.39,,rBV,0.109,554125,22.343,22.452,63,Low,TIC: 0626201313.D,32.64,,0.124748308,0.003821946,36288,16.5,83.86,107.28,,,Ace,7/25/12
8,22.49,,rVB,0.109,3872081,22.458,22.567,63,Low,TIC: 0626201313.D,32.64,,0.871708648,0.02670676,36288,16.5,83.86,107.28,,,Ace,7/25/12
9,23.09,,rBV,0.092,1054415,23.07,23.162,63,Low,TIC: 0626201313.D,32.64,,0.237376923,0.007272577,36288,16.5,83.86,107.28,,,Ace,7/25/12
1,17.35,,rBV,0.12,4244049,17.262,17.383,65,Control,TIC: 0626201316.D,24.79,Tetralin,1,0.040338846,25536,16,83.86,107.28,,,Ace,7/25/12
2,18.66,,rBV,0.069,140992,18.624,18.693,65,Control,TIC: 0626201316.D,24.79,,0.033221106,0.001340101,25536,16,83.86,107.28,,,Ace,7/25/12
3,18.72,,rVB,0.126,268976,18.693,18.819,65,Control,TIC: 0626201316.D,24.79,,0.063377214,0.002556564,25536,16,83.86,107.28,,,Ace,7/25/12
4,18.95,,rBV,0.137,312172,18.905,19.042,65,Control,TIC: 0626201316.D,24.79,,0.07355523,0.002967133,25536,16,83.86,107.28,,,Ace,7/25/12
5,22.09,,rBV,0.086,303098,22.063,22.149,65,Control,TIC: 0626201316.D,24.79,,0.071417177,0.002880887,25536,16,83.86,107.28,,,Ace,7/25/12
6,22.48,,rVV,0.103,654280,22.458,22.561,65,Control,TIC: 0626201316.D,24.79,,0.154164101,0.006218802,25536,16,83.86,107.28,,,Ace,7/25/12
1,17.342,,rBV,0.086,3687996,17.297,17.383,66,Control,TIC: 0626201309.D,38.34,Tetralin,1,0.02608242,25536,16,83.86,107.28,,,Ace,7/25/12
2,18.515,,rBV,0.149,124695,18.47,18.618,66,Control,TIC: 0626201309.D,38.34,,0.033811045,0.000881874,25536,16,83.86,107.28,,,Ace,7/25/12
3,18.659,,rBV,0.069,175957,18.624,18.693,66,Control,TIC: 0626201309.D,38.34,,0.047710735,0.001244411,25536,16,83.86,107.28,,,Ace,7/25/12
4,18.721,,rVB,0.126,292508,18.693,18.819,66,Control,TIC: 0626201309.D,38.34,,0.079313535,0.002068689,25536,16,83.86,107.28,,,Ace,7/25/12
5,18.945,,rBV,0.132,318450,18.91,19.042,66,Control,TIC: 0626201309.D,38.34,,0.086347708,0.002252157,25536,16,83.86,107.28,,,Ace,7/25/12
6,22.086,,rBV,0.109,410595,22.052,22.16,66,Control,TIC: 0626201309.D,38.34,,0.111332821,0.002903829,25536,16,83.86,107.28,,,Ace,7/25/12
7,22.481,,rVB,0.097,882252,22.458,22.555,66,Control,TIC: 0626201309.D,38.34,,0.239222602,0.006239504,25536,16,83.86,107.28,,,Ace,7/25/12
8,23.099,,rBV,0.086,126322,23.07,23.156,66,Control,TIC: 0626201309.D,38.34,,0.034252206,0.00089338,25536,16,83.86,107.28,,,Ace,7/25/12
1,13.25,,rBV,0.126,95152,13.188,13.314,97,Low,TIC: 0624201310.D,41.48,,0.034161914,0.000823576,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
2,13.47,,rBV,0.12,219710,13.423,13.543,97,Low,TIC: 0624201310.D,41.48,,0.078881308,0.001901671,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
3,13.58,,rVB,0.126,189721,13.543,13.669,97,Low,TIC: 0624201310.D,41.48,,0.068114517,0.001642105,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
4,14.22,,rBV,0.103,157388,14.15,14.253,97,Low,TIC: 0624201310.D,41.48,,0.056506173,0.001362251,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
5,14.61,,rVB,0.08,105905,14.573,14.653,97,Low,TIC: 0624201310.D,41.48,,0.038022507,0.000916647,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
6,17.34,,rBV,0.092,2785324,17.297,17.388,97,Low,TIC: 0624201310.D,41.48,Tetralin,1,0.024108004,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
7,18.64,,rBV,0.074,83927,18.584,18.658,97,Low,TIC: 0624201310.D,41.48,,0.030131863,0.000726419,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
8,18.72,,rVB,0.052,92667,18.704,18.756,97,Low,TIC: 0624201310.D,41.48,,0.033269738,0.000802067,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
9,18.95,,rBV,0.086,156931,18.899,18.985,97,Low,TIC: 0624201310.D,41.48,,0.056342099,0.001358296,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
10,19.01,,rVV,0.069,145709,18.985,19.053,97,Low,TIC: 0624201310.D,41.48,,0.052313124,0.001261165,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
11,19.08,,rVB,0.086,93040,19.053,19.139,97,Low,TIC: 0624201310.D,41.48,,0.033403654,0.000805295,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
12,19.87,,rBV,0.057,84778,19.837,19.894,97,Low,TIC: 0624201310.D,41.48,,0.030437393,0.000733785,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
13,20.27,,rBV,0.052,99509,20.249,20.301,97,Low,TIC: 0624201310.D,41.48,,0.035726185,0.000861287,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
14,20.46,,rVB,0.04,116663,20.444,20.484,97,Low,TIC: 0624201310.D,41.48,,0.041884894,0.001009761,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
15,20.5,,rVB,0.069,465624,20.484,20.552,97,Low,TIC: 0624201310.D,41.48,,0.167170498,0.004030147,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
16,21.01,,rBV,0.034,152670,20.993,21.027,97,Low,TIC: 0624201310.D,41.48,,0.054812295,0.001321415,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
17,21.54,,rVV,0.063,158263,21.525,21.588,97,Low,TIC: 0624201310.D,41.48,,0.05682032,0.001369824,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
18,21.63,,rVB,0.057,503844,21.611,21.668,97,Low,TIC: 0624201310.D,41.48,,0.18089242,0.004360955,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
19,22.09,,rBV,0.057,205182,22.063,22.12,97,Low,TIC: 0624201310.D,41.48,,0.073665398,0.001775926,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
20,22.3,,rBV,0.057,207195,22.28,22.338,97,Low,TIC: 0624201310.D,41.48,,0.074388114,0.001793349,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
21,22.48,,rBV,0.063,575093,22.452,22.515,97,Low,TIC: 0624201310.D,41.48,,0.206472568,0.004977641,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
22,24.78,,rBV,0.086,1362712,24.752,24.838,97,Low,TIC: 0624201310.D,41.48,,0.489247211,0.011794774,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
1,17.34,,rBV,0.086,2821307,17.297,17.382,99,Low,TIC: 0624201311.D,116,Tetralin,1,0.00862069,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
2,18.72,,rVB,0.12,143283,18.698,18.819,99,Low,TIC: 0624201311.D,116,,0.050786036,0.000437811,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
3,18.95,,rBV,0.074,143360,18.916,18.99,99,Low,TIC: 0624201311.D,116,,0.050813329,0.000438046,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
4,21.01,,rVB,0.103,732261,20.993,21.096,99,Low,TIC: 0624201311.D,116,,0.259546728,0.002237472,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
5,22.09,,rBV,0.103,358347,22.063,22.166,99,Low,TIC: 0624201311.D,116,,0.127014536,0.001094953,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
6,22.3,,rVB,0.092,190767,22.263,22.355,99,Low,TIC: 0624201311.D,116,,0.067616534,0.000582901,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
7,22.39,,rBV,0.063,116438,22.355,22.418,99,Low,TIC: 0624201311.D,116,,0.041270943,0.000355784,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
8,22.48,,rBV,0.063,993082,22.458,22.521,99,Low,TIC: 0624201311.D,116,,0.351993597,0.003034428,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
9,23.05,,rBV,0.063,140175,23.019,23.082,99,Low,TIC: 0624201311.D,116,,0.049684419,0.000428314,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
10,23.1,,rBV,0.086,124375,23.082,23.167,99,Low,TIC: 0624201311.D,116,,0.044084178,0.000380036,14430,17,85.95,113.898,39.96,,AnimasWash,7/31/12
1,13.25,,rBV,0.126,232781,13.194,13.32,102,Control,TIC: 0624201312.D,24.57,,0.069600408,0.002832739,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
2,13.48,,rBV,0.132,628499,13.411,13.543,102,Control,TIC: 0624201312.D,24.57,,0.187918201,0.007648278,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
3,13.58,,rVV,0.126,482263,13.543,13.669,102,Control,TIC: 0624201312.D,24.57,,0.144194335,0.005868715,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
4,14.22,,rBV,0.114,357705,14.144,14.258,102,Control,TIC: 0624201312.D,24.57,,0.106952088,0.004352954,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
5,14.61,,rVB,0.08,233178,14.573,14.653,102,Control,TIC: 0624201312.D,24.57,,0.069719109,0.002837571,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
6,14.95,,rBV,0.132,174426,14.865,14.996,102,Control,TIC: 0624201312.D,24.57,,0.052152541,0.002122611,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
7,17.34,,rBV,0.086,3344535,17.297,17.382,102,Control,TIC: 0624201312.D,24.57,Tetralin,1,0.040700041,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
8,18.49,,rVB,0.04,119498,18.475,18.515,102,Control,TIC: 0624201312.D,24.57,,0.035729332,0.001454185,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
9,18.72,,rVB,0.046,105605,18.704,18.75,102,Control,TIC: 0624201312.D,24.57,,0.031575391,0.00128512,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
10,18.95,,rBV,0.08,162405,18.905,18.985,102,Control,TIC: 0624201312.D,24.57,,0.04855832,0.001976326,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
11,19.01,,rVB,0.069,145128,18.985,19.053,102,Control,TIC: 0624201312.D,24.57,,0.043392579,0.00176608,4598,15.5,85.95,113.898,39.96,,AnimasWash,7/31/12
